2.0000000,0.0000000
2.0177083,0.0229047
2.0354167,0.0458095
2.0531250,0.0687138
2.0708333,0.0916184
2.0885416,0.1145231
2.1062500,0.1374275
2.1239583,0.1603322
2.1416666,0.1832367
2.1593750,0.2061412
2.1770833,0.2290458
2.1947916,0.2519505
2.2124999,0.2748550
2.2302083,0.2977597
2.2479166,0.3206641
2.2656249,0.3435687
2.2833333,0.3664733
2.3010416,0.3893779
2.3187499,0.4122826
2.3364582,0.4351875
2.3541666,0.4580916
2.3718749,0.4809962
2.3895832,0.5039008
2.4072916,0.5268053
2.4249999,0.5497099
2.4427082,0.5726147
2.4604165,0.5955191
2.4781249,0.6186499
2.4958332,0.6424562
2.5135415,0.6670100
2.5312499,0.6923842
2.5489582,0.7186722
2.5666665,0.7459858
2.5843748,0.7744707
2.6020832,0.8043134
2.6197915,0.8357705
2.6374998,0.8692002
2.6552082,0.9051340
2.6729165,0.9444093
2.6906248,0.9884624
