val,HAgE,nu,HAgB_nu,key_nu,eta,HAgB_eta,key_eta
6.524749484230691898e-01,6.091126170082405977e-01,9.224357376804751540e-01,2.366801687884079186e-01,3.724324482198326791e-01,9.598572063481350947e-01,2.354708571672796680e-01,3.736417598409609298e-01
6.574626068374462839e-01,6.357648591296234386e-01,9.294870342549774733e-01,2.201036216037748350e-01,4.156612375258486036e-01,9.636263750868969691e-01,2.190850328982265616e-01,4.166798262313968770e-01
6.624502652518232670e-01,6.633365324145703568e-01,9.365383308294795706e-01,2.029989913578746918e-01,4.603375410566956649e-01,9.673701538467297523e-01,2.021561807799889809e-01,4.611803516345813758e-01
6.674379236662002501e-01,6.919309945302831721e-01,9.435896274039818898e-01,1.853095122749706114e-01,5.066214822553125607e-01,9.710890489157210093e-01,1.846273820322422710e-01,5.073036124980409012e-01
6.724255820805773443e-01,7.216754678420187474e-01,9.506409239784840981e-01,1.669641090972531217e-01,5.547113587447656258e-01,9.747835499764548883e-01,1.664273345486062539e-01,5.552481332934124936e-01
6.774132404949543274e-01,7.527354277729605414e-01,9.576922205529863064e-01,1.478711935644150266e-01,6.048642342085455148e-01,9.784541308585881225e-01,1.474641322754761674e-01,6.052712954974843740e-01
6.824008989093313104e-01,7.853268029875213330e-01,9.647435171274884036e-01,1.279082492559409090e-01,6.574185537315804240e-01,9.821012502481522022e-01,1.276148244240669083e-01,6.577119785634544247e-01
6.873885573237084046e-01,8.197450514980273439e-01,9.717948137019907229e-01,1.069028702576113599e-01,7.128421812404159841e-01,9.857253523565804310e-01,1.067064135142754555e-01,7.130386379837518884e-01
6.923762157380853877e-01,8.564123638599294708e-01,9.788461102764929311e-01,8.459410428312152952e-02,7.718182595768079413e-01,9.893268675522128852e-01,8.447712877945146026e-02,7.719352350804780105e-01
6.973638741524623708e-01,8.959674404709128126e-01,9.858974068509952504e-01,6.053885266820757671e-02,8.354285878027052359e-01,9.929062129661186953e-01,6.048269109266346533e-02,8.354847493782493473e-01
7.023515325668394649e-01,9.394503498822688314e-01,9.929487034254975697e-01,3.380407285562392339e-02,9.056462770266449080e-01,9.964637930097731688e-01,3.378819382779529867e-02,9.056621560544735328e-01
7.073391909812164480e-01,9.887292388688608824e-01,9.999999999999996669e-01,8.881784197001252323e-15,9.887292388688520006e-01,9.999999999999998890e-01,5.995204332975845318e-15,9.887292388688548872e-01
