2.0000000,0.0000000
2.0177083,0.0228626
2.0354167,0.0457252
2.0531250,0.0685879
2.0708333,0.0914505
2.0885416,0.1143131
2.1062500,0.1371757
2.1239583,0.1600383
2.1416666,0.1829010
2.1593750,0.2057636
2.1770833,0.2286262
2.1947916,0.2514888
2.2124999,0.2743514
2.2302083,0.2972141
2.2479166,0.3200767
2.2656249,0.3429393
2.2833333,0.3658020
2.3010416,0.3886646
2.3187499,0.4115272
2.3364582,0.4343898
2.3541666,0.4572525
2.3718749,0.4801150
2.3895832,0.5029776
2.4072916,0.5258403
2.4249999,0.5487029
2.4427082,0.5715655
2.4604165,0.5944281
2.4781249,0.6173568
2.4958332,0.6408119
2.5135415,0.6649148
2.5312499,0.6897095
2.5489582,0.7152451
2.5666665,0.7415772
2.5843748,0.7687681
2.6020832,0.7968885
2.6197915,0.8260190
2.6374998,0.8562518
2.6552082,0.8876929
2.6729165,0.9204650
2.6906248,0.9547110
