7.114582486036499231e-01,9.971834779511142832e-01,1.000000000000000000e+00,0.000000000000000000e+00,9.971834779511142832e-01,1.000000000000000000e+00,0.000000000000000000e+00,9.971834779511142832e-01
7.082765609904234649e-01,9.604737857212769514e-01,9.955279348865923028e-01,2.291021957364791639e-02,9.375635661476290350e-01,9.977598910117329023e-01,2.290192307969030061e-02,9.375718626415866508e-01
7.050948733771971177e-01,9.285165568405776559e-01,9.910558697731847166e-01,4.134114461596238854e-02,8.871754122246152674e-01,9.955115693261207266e-01,4.131159570402598291e-02,8.872049611365516730e-01
7.019131857639706595e-01,8.991158835015050643e-01,9.865838046597772415e-01,5.807687097100666662e-02,8.410390125304983977e-01,9.932549439508780997e-01,5.801508559835122369e-02,8.411007979031538406e-01
6.987314981507443123e-01,8.714166524080262377e-01,9.821117395463696553e-01,7.370917630886819616e-02,7.977074760991580415e-01,9.909899222072422464e-01,7.360516271773653862e-02,7.978114896902896991e-01
6.955498105375178541e-01,8.449776601522374087e-01,9.776396744329620692e-01,8.851910687190645000e-02,7.564585532803309587e-01,9.887164096072920128e-01,8.836353237135163852e-02,7.566141277808857701e-01
6.923681229242913959e-01,8.195365142266808345e-01,9.731676093195545940e-01,1.026721884594374856e-01,7.168643257672433489e-01,9.864343100145280818e-01,1.024562026944280113e-01,7.170803115322528232e-01
6.891864353110650487e-01,7.949154663440080038e-01,9.686955442061470078e-01,1.162777893172906030e-01,6.786376770267174008e-01,9.841435253621315660e-01,1.159929155907912790e-01,6.789225507532167248e-01
6.860047476978385905e-01,7.709812907265980453e-01,9.642234790927394217e-01,1.294136370609888509e-01,6.415676536656091944e-01,9.818439557298037634e-01,1.290516973565818404e-01,6.419295933700162049e-01
6.828230600846121323e-01,7.476240857444075294e-01,9.597514139793319465e-01,1.421378443133944902e-01,6.054862414310130392e-01,9.795354992664776494e-01,1.416909047641841113e-01,6.059331809802234181e-01
6.796413724713857851e-01,7.247726568269352576e-01,9.552793488659243604e-01,1.544955141967350176e-01,5.702771426302002400e-01,9.772180521376786499e-01,1.539558434634689110e-01,5.708168133634663466e-01
6.764596848581593269e-01,7.023703641533834974e-01,9.508072837525168852e-01,1.665226747249641814e-01,5.358476894284193159e-01,9.748915084710272350e-01,1.658827110941989424e-01,5.364876530591845549e-01
